신비롭다	DerivedFrom	롭다
신선하다	DerivedFrom	신선
신학	DerivedFrom	신
실현하다	DerivedFrom	실현
싸움	DerivedFrom	터
쌀국수	DerivedFrom	국수
쌀국수	DerivedFrom	쌀
쌀알	DerivedFrom	알
씨알	DerivedFrom	알
아라비아인	DerivedFrom	아라비아
아라비아인	DerivedFrom	인
아침	DerivedFrom	노을
아프리카코끼리	DerivedFrom	코끼리
아홉째	DerivedFrom	아홉
악성_소프트웨어	DerivedFrom	소프트웨어
안방	DerivedFrom	방
알갱이	DerivedFrom	알
알까기	DerivedFrom	알
알껍질	DerivedFrom	알
알맹이	DerivedFrom	알
알몸	DerivedFrom	알
암말	DerivedFrom	말
암모니아수	DerivedFrom	암모니아
앞뒤	DerivedFrom	뒤
앞뒤	DerivedFrom	앞
애	DerivedFrom	벌레
애처롭다	DerivedFrom	롭다
어떡하다	DerivedFrom	어떻게
어원학	DerivedFrom	어원
언어학	DerivedFrom	언어
여덟째	DerivedFrom	여덟
여섯째	DerivedFrom	여섯
여우비	DerivedFrom	비
여우비	DerivedFrom	여우
여우비	DerivedFrom	여우
여우원숭이	DerivedFrom	여우
여우원숭이	DerivedFrom	원숭이
여유롭다	DerivedFrom	롭다
역학	DerivedFrom	역
연습하다	DerivedFrom	연습
열나다	DerivedFrom	열
열정	DerivedFrom	열
옆구리	DerivedFrom	옆
옆길	DerivedFrom	옆
옆모습	DerivedFrom	옆
옆줄	DerivedFrom	옆
옆집	DerivedFrom	옆
예각	DerivedFrom	각
옛말	DerivedFrom	말
옛말	DerivedFrom	옛
옛한글	DerivedFrom	옛
옛한글	DerivedFrom	한글
오리알	DerivedFrom	알
오피스텔	DerivedFrom	오피스
오피스텔	DerivedFrom	호텔
올겨울	DerivedFrom	겨울
올겨울	DerivedFrom	올
외롭다	DerivedFrom	롭다
요한_묵시록	DerivedFrom	묵시록
요한_묵시록	DerivedFrom	요한
원숭이도_나무에서_떨어질_때가_있다	DerivedFrom	원숭이
월요일	DerivedFrom	월
위생저	DerivedFrom	저
유리잔	DerivedFrom	유리
유해한_소프트웨어	DerivedFrom	소프트웨어
의붓어머니	DerivedFrom	어머니
이거	DerivedFrom	거
이롭다	DerivedFrom	롭다
이슬람교	DerivedFrom	이슬람
이젠	DerivedFrom	는
이젠	DerivedFrom	이제
인간만사_새옹지마	DerivedFrom	새옹지마
인도코끼리	DerivedFrom	코끼리
일	DerivedFrom	터
일본어	DerivedFrom	일본
일본원숭이	DerivedFrom	원숭이
일본원숭이	DerivedFrom	일본
일찍이	DerivedFrom	이
일찍이	DerivedFrom	일찍
자유_소프트웨어	DerivedFrom	소프트웨어
자유롭다	DerivedFrom	롭다
자주	DerivedFrom	자지
자주색	DerivedFrom	자지
잔소리	DerivedFrom	소리
잘못	DerivedFrom	잘
잘생기다	DerivedFrom	잘
잘하다	DerivedFrom	잘
잠꼬대	DerivedFrom	잠
잠자다	DerivedFrom	자다
잡소리	DerivedFrom	소리
장	DerivedFrom	터
저거	DerivedFrom	거
저곳	DerivedFrom	곳
저곳	DerivedFrom	저
저녁	DerivedFrom	노을
저쪽	DerivedFrom	저
저쪽	DerivedFrom	쪽
절	DerivedFrom	터
점프하다	DerivedFrom	점프
정리하다	DerivedFrom	정리
조랑말	DerivedFrom	말
조선민주주의인민공화국	DerivedFrom	민주주의
조선민주주의인민공화국	DerivedFrom	조선
조화롭다	DerivedFrom	롭다
죠	DerivedFrom	요
주방	DerivedFrom	방
중국어	DerivedFrom	중국
지옥철	DerivedFrom	지옥
지옥철	DerivedFrom	지하철
지하철역	DerivedFrom	지하철
지혜롭다	DerivedFrom	롭다
집	DerivedFrom	터
짙푸르다	DerivedFrom	짙다
짙푸르다	DerivedFrom	푸르다
철갑	DerivedFrom	갑
철갑상어	DerivedFrom	갑
철갑상어알	DerivedFrom	갑
체	DerivedFrom	바퀴
총알	DerivedFrom	알
추천하다	DerivedFrom	추천
출산되다	DerivedFrom	출산
출산하다	DerivedFrom	출산
출신성분	DerivedFrom	성분
출신성분	DerivedFrom	출신
캠핑족	DerivedFrom	족
캠핑족	DerivedFrom	캠핑
컴맹	DerivedFrom	맹
컴맹	DerivedFrom	컴퓨터
코끼리	DerivedFrom	길이
코끼리	DerivedFrom	코
콩알	DerivedFrom	알
콩자반	DerivedFrom	자반
콩자반	DerivedFrom	콩
크로아티아어	DerivedFrom	어
크로아티아어	DerivedFrom	크로아티아
큰논병아리	DerivedFrom	논병아리
키릴_문자	DerivedFrom	문자
키릴_문자	DerivedFrom	키릴
태어나다	DerivedFrom	나다
터뜨리다	DerivedFrom	뜨리다
토하다	DerivedFrom	토
판소리	DerivedFrom	소리
팔	DerivedFrom	오금
패다	DerivedFrom	장작
팬티_스타킹	DerivedFrom	스타킹
팬티_스타킹	DerivedFrom	팬티
페루_공화국	DerivedFrom	공화국
페루_공화국	DerivedFrom	페루
평화롭다	DerivedFrom	롭다
평화롭다	DerivedFrom	평화
푸에르토리코_자유_연합주	DerivedFrom	자유
푸에르토리코_자유_연합주	DerivedFrom	푸에르토리코
풀	DerivedFrom	부레
프랑스령_기아나	DerivedFrom	프랑스
프랑스빵	DerivedFrom	프랑스
프랑스어	DerivedFrom	프랑스
한	DerivedFrom	오금
한가롭다	DerivedFrom	롭다
한국말	DerivedFrom	한국
한국어	DerivedFrom	한국
한국인	DerivedFrom	한국
할아버지	DerivedFrom	아버지
해롭다	DerivedFrom	롭다
향기롭다	DerivedFrom	롭다
헌법재판소	DerivedFrom	재판소
헛	DerivedFrom	바퀴
헛소리	DerivedFrom	소리
현대_그리스어	DerivedFrom	그리스어
호숫가	DerivedFrom	호수
호화롭다	DerivedFrom	롭다
홀소리	DerivedFrom	소리
흥미롭다	DerivedFrom	롭다
흰곰	DerivedFrom	곰
흰곰	DerivedFrom	흰
흰자위	DerivedFrom	자위
사람	Desires	화장실에_가
가을	DistinctFrom	겨울
가을	DistinctFrom	봄
가을	DistinctFrom	여름
겨울	DistinctFrom	가을
겨울	DistinctFrom	봄
겨울	DistinctFrom	여름
구월	DistinctFrom	사월
구월	DistinctFrom	삼월
구월	DistinctFrom	시월
구월	DistinctFrom	십이월
구월	DistinctFrom	십일월
구월	DistinctFrom	오월
구월	DistinctFrom	유월
구월	DistinctFrom	이월
구월	DistinctFrom	일월
구월	DistinctFrom	칠월
구월	DistinctFrom	팔월
극장	DistinctFrom	영화관
금요일	DistinctFrom	목요일
금요일	DistinctFrom	수요일
금요일	DistinctFrom	월요일
금요일	DistinctFrom	일요일
금요일	DistinctFrom	토요일
금요일	DistinctFrom	화요일
달	DistinctFrom	해
닿소리	DistinctFrom	모음
닿소리	DistinctFrom	홀소리
모음	DistinctFrom	자음
목요일	DistinctFrom	금요일
목요일	DistinctFrom	수요일
목요일	DistinctFrom	월요일
목요일	DistinctFrom	일요일
목요일	DistinctFrom	토요일
목요일	DistinctFrom	화요일
봄	DistinctFrom	가을
봄	DistinctFrom	겨울
봄	DistinctFrom	여름
사월	DistinctFrom	구월
사월	DistinctFrom	삼월
사월	DistinctFrom	시월
사월	DistinctFrom	십이월
사월	DistinctFrom	십일월
사월	DistinctFrom	오월
사월	DistinctFrom	유월
사월	DistinctFrom	이월
사월	DistinctFrom	일월
사월	DistinctFrom	칠월
사월	DistinctFrom	팔월
삼월	DistinctFrom	구월
삼월	DistinctFrom	사월
삼월	DistinctFrom	시월
삼월	DistinctFrom	십이월
삼월	DistinctFrom	십일월
삼월	DistinctFrom	오월
삼월	DistinctFrom	유월
삼월	DistinctFrom	이월
삼월	DistinctFrom	일월
삼월	DistinctFrom	칠월
삼월	DistinctFrom	팔월
수요일	DistinctFrom	금요일
수요일	DistinctFrom	목요일
수요일	DistinctFrom	월요일
수요일	DistinctFrom	일요일
수요일	DistinctFrom	토요일
수요일	DistinctFrom	화요일
시월	DistinctFrom	구월
시월	DistinctFrom	사월
시월	DistinctFrom	삼월
시월	DistinctFrom	십이월
시월	DistinctFrom	십일월
시월	DistinctFrom	오월
시월	DistinctFrom	유월
시월	DistinctFrom	이월
시월	DistinctFrom	일월
시월	DistinctFrom	칠월
시월	DistinctFrom	팔월
십이월	DistinctFrom	구월
십이월	DistinctFrom	사월
십이월	DistinctFrom	삼월
십이월	DistinctFrom	시월
십이월	DistinctFrom	십일월
십이월	DistinctFrom	오월
십이월	DistinctFrom	유월
십이월	DistinctFrom	이월
십이월	DistinctFrom	일월
십이월	DistinctFrom	칠월
십이월	DistinctFrom	팔월
십일월	DistinctFrom	구월
십일월	DistinctFrom	사월
십일월	DistinctFrom	삼월
십일월	DistinctFrom	시월
십일월	DistinctFrom	십이월
십일월	DistinctFrom	오월
십일월	DistinctFrom	유월
십일월	DistinctFrom	이월
십일월	DistinctFrom	일월
십일월	DistinctFrom	칠월
십일월	DistinctFrom	팔월
아니다	DistinctFrom	이다
아니요	DistinctFrom	네
아니요	DistinctFrom	예
아름답다	DistinctFrom	못생기다
앉다	DistinctFrom	서다
앉다	DistinctFrom	일어나다
여름	DistinctFrom	가을
여름	DistinctFrom	겨울
여름	DistinctFrom	봄
오다	DistinctFrom	가다
오월	DistinctFrom	구월
오월	DistinctFrom	사월
오월	DistinctFrom	삼월
오월	DistinctFrom	시월
오월	DistinctFrom	십이월
오월	DistinctFrom	십일월
오월	DistinctFrom	유월
오월	DistinctFrom	이월
오월	DistinctFrom	일월
오월	DistinctFrom	칠월
오월	DistinctFrom	팔월
월	DistinctFrom	태양
월요일	DistinctFrom	금요일
월요일	DistinctFrom	목요일
월요일	DistinctFrom	수요일
월요일	DistinctFrom	일요일
월요일	DistinctFrom	토요일
월요일	DistinctFrom	화요일
유월	DistinctFrom	구월
유월	DistinctFrom	사월
유월	DistinctFrom	삼월
유월	DistinctFrom	시월
유월	DistinctFrom	십이월
유월	DistinctFrom	십일월
유월	DistinctFrom	오월
유월	DistinctFrom	이월
유월	DistinctFrom	일월
유월	DistinctFrom	칠월
유월	DistinctFrom	팔월
이다	DistinctFrom	아니다
이월	DistinctFrom	구월
이월	DistinctFrom	사월
이월	DistinctFrom	삼월
이월	DistinctFrom	시월
이월	DistinctFrom	십이월
이월	DistinctFrom	십일월
이월	DistinctFrom	오월
이월	DistinctFrom	유월
이월	DistinctFrom	일월
이월	DistinctFrom	칠월
이월	DistinctFrom	팔월
일어나다	DistinctFrom	앉다
일어나다	DistinctFrom	자다
일요일	DistinctFrom	금요일
일요일	DistinctFrom	목요일
일요일	DistinctFrom	수요일
일요일	DistinctFrom	월요일
일요일	DistinctFrom	토요일
일요일	DistinctFrom	화요일
일월	DistinctFrom	구월
일월	DistinctFrom	사월
일월	DistinctFrom	삼월
일월	DistinctFrom	시월
일월	DistinctFrom	십이월
일월	DistinctFrom	십일월
일월	DistinctFrom	오월
일월	DistinctFrom	유월
일월	DistinctFrom	이월
일월	DistinctFrom	칠월
일월	DistinctFrom	팔월
자다	DistinctFrom	일어나다
자음	DistinctFrom	모음
칠월	DistinctFrom	구월
칠월	DistinctFrom	사월
칠월	DistinctFrom	삼월
칠월	DistinctFrom	시월
칠월	DistinctFrom	십이월
칠월	DistinctFrom	십일월
칠월	DistinctFrom	오월
칠월	DistinctFrom	유월
칠월	DistinctFrom	이월
칠월	DistinctFrom	일월
칠월	DistinctFrom	팔월
토요일	DistinctFrom	금요일
토요일	DistinctFrom	목요일
토요일	DistinctFrom	수요일
토요일	DistinctFrom	월요일
토요일	DistinctFrom	일요일
토요일	DistinctFrom	화요일
팔월	DistinctFrom	구월
팔월	DistinctFrom	사월
팔월	DistinctFrom	삼월
팔월	DistinctFrom	시월
팔월	DistinctFrom	십이월
팔월	DistinctFrom	십일월
팔월	DistinctFrom	오월
팔월	DistinctFrom	유월
팔월	DistinctFrom	이월
팔월	DistinctFrom	일월
팔월	DistinctFrom	칠월
평화	DistinctFrom	전쟁
한글	DistinctFrom	한자
홀소리	DistinctFrom	닿소리
홀소리	DistinctFrom	자음
화요일	DistinctFrom	금요일
화요일	DistinctFrom	목요일
화요일	DistinctFrom	수요일
화요일	DistinctFrom	월요일
화요일	DistinctFrom	일요일
화요일	DistinctFrom	토요일
코리아	EtymologicallyDerivedFrom	고려
10월	FormOf	시월
10월달	FormOf	시월달
11월	FormOf	십일월
11월달	FormOf	십일월달
12월	FormOf	십이월
12월달	FormOf	십이월달
1등	FormOf	일등
1월	FormOf	일월
1월달	FormOf	일월달
2월	FormOf	이월
2월달	FormOf	이월달
3월	FormOf	삼월
3월달	FormOf	삼월달
4월	FormOf	사월
4월달	FormOf	사월달
5월	FormOf	오월
5월달	FormOf	오월달
6월	FormOf	유월
6월달	FormOf	유월달
7월	FormOf	칠월
7월달	FormOf	칠월달
8월	FormOf	팔월
8월달	FormOf	팔월달
9월	FormOf	구월
9월달	FormOf	구월달
가따까나	FormOf	가타카나
가시다	FormOf	가다
간접목적어	FormOf	간접_목적어
개구장이	FormOf	개구쟁이
거	FormOf	꺼
거부기	FormOf	거북이
거짓말장이	FormOf	거짓말쟁이
게	FormOf	에게
계란_후라이	FormOf	계란_프라이
계시다	FormOf	있다
계시판	FormOf	게시판
구름	FormOf	구르다
구요	FormOf	고요
구월	FormOf	9월
구월달	FormOf	9월달
귀절	FormOf	구절
김치찌게	FormOf	김치찌개
남새	FormOf	남우세
남새	FormOf	냄새
낼	FormOf	내를_a_dialectal_form_of_나를
낼	FormOf	내일
녀자	FormOf	여자
노례	FormOf	노예
누님	FormOf	누나
니	FormOf	네
다	FormOf	이다
다다음달	FormOf	다다음_달
다다음주	FormOf	다다음_주
다음달	FormOf	다음_달
다음주	FormOf	다음_주
달다	FormOf	배다
달다	FormOf	얻다
담박하다	FormOf	담백하다
독일사람	FormOf	독일_사람
돌아가시다	FormOf	돌아가다
돌아가시다	FormOf	죽다
두	FormOf	도
두째	FormOf	둘째
드리다	FormOf	주다
드시다	FormOf	마시다
드시다	FormOf	먹다
량	FormOf	양
량	FormOf	양
령	FormOf	영
로동	FormOf	노동
륙	FormOf	육
리	FormOf	이
림	FormOf	임
머물다	FormOf	머무르다
메소드	FormOf	메서드
메소드_연기	FormOf	메서드_연기
멜번	FormOf	멜버른
몇월	FormOf	몇_월
몇월달	FormOf	몇_월달
문장부호	FormOf	문장_부호
뭐	FormOf	무엇
뭘	FormOf	무엇을
바램	FormOf	바람
바리캉	FormOf	바리깡
배다	FormOf	배우다
보기	FormOf	보다
부럼	FormOf	부스럼
사람들	FormOf	사람
사월	FormOf	4월
사월달	FormOf	4월달
삼월	FormOf	3월
삼월달	FormOf	3월달
새들	FormOf	새
샤쓰	FormOf	셔츠
샤쯔	FormOf	셔츠
서	FormOf	에서
서	FormOf	셋
설레이다	FormOf	설레다
수유탄	FormOf	수류탄
쉬	FormOf	쉿
시	FormOf	씨
시발	FormOf	씨발
시월	FormOf	10월
시월달	FormOf	10월달
시장하시다	FormOf	배고프다_and_시장하다_to_be_hungry
신	FormOf	시다
십이월	FormOf	12월
십이월달	FormOf	12월달
십일월	FormOf	11월
십일월달	FormOf	11월달
썬글라스	FormOf	선글라스
씨	FormOf	시
씨발	FormOf	씨팔
씨팔	FormOf	씨발
아니오	FormOf	아니요
아버지	FormOf	어머니
아이들	FormOf	아이
알데하이드	FormOf	알데히드
알카인	FormOf	알킨
알케인	FormOf	알칸
애기	FormOf	아기
야한	FormOf	야하다
얘기	FormOf	이야기
어떻게	FormOf	어떻다
어름	FormOf	얼음
에스테르	FormOf	에스터
여	FormOf	요
열둘째	FormOf	열두째
예요	FormOf	에요
오라버니	FormOf	오빠
오라버님	FormOf	오라버니
오옴	FormOf	옴
오월	FormOf	5월
오월달	FormOf	5월달
오이	FormOf	외
옳아	FormOf	옳다
요거트	FormOf	요구르트
요구르트	FormOf	요거트
유월	FormOf	6월
유월달	FormOf	6월달
이번달	FormOf	이번_달
이번주	FormOf	이번_주
이쁘다	FormOf	예쁘다
이었습니다	FormOf	이였습니다
이었어요	FormOf	이였어요
이여	FormOf	이요
이였습니다	FormOf	이었습니다
이월	FormOf	2월
이월달	FormOf	2월달
인간_공학	FormOf	인간공학
인종차별	FormOf	인종_차별
일월	FormOf	1월
일월달	FormOf	1월달
있으시다	FormOf	있다
자꾸만	FormOf	자꾸
잡수시다	FormOf	먹다
제곱	FormOf	세제곱
조이다	FormOf	죄다
주무시다	FormOf	자다
지피다	FormOf	잡히다
지피다	FormOf	짚이다
직접목적어	FormOf	직접_목적어
진지	FormOf	밥
집들	FormOf	집
짜장면	FormOf	자장면
짱개	FormOf	짱깨
쭉	FormOf	죽
